22:26:34.018 -> Humidity: 60.90 %, Temp: 18.80 Celsius
22:39:32.089 -> Humidity: 60.10 %, Temp: 17.90 Celsius
22:39:34.116 -> Humidity: 60.10 %, Temp: 17.90 Celsius
22:39:36.089 -> Humidity: 60.10 %, Temp: 17.90 Celsius
22:39:38.116 -> Humidity: 60.10 %, Temp: 17.90 Celsius
22:39:40.128 -> Humidity: 60.10 %, Temp: 17.90 Celsius
22:39:42.133 -> Humidity: 60.10 %, Temp: 17.90 Celsius
22:39:44.138 -> Humidity: 60.20 %, Temp: 17.90 Celsius
22:39:46.145 -> Humidity: 60.20 %, Temp: 17.90 Celsius
22:39:48.150 -> Humidity: 60.10 %, Temp: 17.90 Celsius
22:39:50.171 -> Humidity: 60.20 %, Temp: 17.90 Celsius
22:39:52.196 -> Humidity: 60.10 %, Temp: 17.90 Celsius
22:39:54.209 -> Humidity: 60.20 %, Temp: 17.90 Celsius
22:39:56.192 -> Humidity: 60.20 %, Temp: 17.90 Celsius
22:39:58.207 -> Humidity: 60.20 %, Temp: 17.90 Celsius
22:40:00.225 -> Humidity: 60.20 %, Temp: 17.90 Celsius
22:40:02.228 -> Humidity: 60.20 %, Temp: 17.90 Celsius
22:40:04.274 -> Humidity: 60.20 %, Temp: 17.90 Celsius
22:40:06.237 -> Humidity: 60.20 %, Temp: 17.90 Celsius
22:40:08.256 -> Humidity: 60.20 %, Temp: 17.90 Celsius
22:40:10.272 -> Humidity: 60.20 %, Temp: 17.90 Celsius
22:40:12.310 -> Humidity: 60.20 %, Temp: 17.90 Celsius
22:40:14.282 -> Humidity: 60.20 %, Temp: 17.90 Celsius
22:40:16.302 -> Humidity: 60.20 %, Temp: 17.90 Celsius
22:40:18.327 -> Humidity: 60.10 %, Temp: 17.80 Celsius
22:40:20.313 -> Humidity: 60.20 %, Temp: 17.90 Celsius
22:40:22.357 -> Humidity: 60.20 %, Temp: 17.90 Celsius
22:40:24.337 -> Humidity: 60.20 %, Temp: 17.90 Celsius
22:40:26.357 -> Humidity: 60.20 %, Temp: 17.80 Celsius
22:40:28.371 -> Humidity: 60.30 %, Temp: 17.90 Celsius
22:40:30.376 -> Humidity: 60.30 %, Temp: 17.90 Celsius
22:40:32.392 -> Humidity: 60.30 %, Temp: 17.90 Celsius
22:40:34.396 -> Humidity: 60.30 %, Temp: 17.90 Celsius
22:40:36.394 -> Humidity: 60.30 %, Temp: 17.90 Celsius
22:40:38.402 -> Humidity: 60.30 %, Temp: 17.90 Celsius
22:40:40.457 -> Humidity: 60.30 %, Temp: 17.80 Celsius
22:40:42.466 -> Humidity: 60.30 %, Temp: 17.80 Celsius
22:40:44.437 -> Humidity: 60.30 %, Temp: 17.90 Celsius
22:40:46.488 -> Humidity: 60.30 %, Temp: 17.80 Celsius
22:40:48.502 -> Humidity: 60.30 %, Temp: 17.80 Celsius
22:40:50.471 -> Humidity: 60.30 %, Temp: 17.80 Celsius
22:40:52.520 -> Humidity: 60.30 %, Temp: 17.80 Celsius
22:40:54.501 -> Humidity: 60.40 %, Temp: 17.90 Celsius
22:40:56.521 -> Humidity: 60.40 %, Temp: 17.90 Celsius
22:40:58.553 -> Humidity: 60.30 %, Temp: 17.80 Celsius
22:41:00.520 -> Humidity: 60.40 %, Temp: 17.80 Celsius
22:41:02.538 -> Humidity: 60.40 %, Temp: 17.90 Celsius
22:41:04.565 -> Humidity: 60.30 %, Temp: 17.80 Celsius
22:41:06.565 -> Humidity: 60.30 %, Temp: 17.80 Celsius
22:41:08.565 -> Humidity: 60.40 %, Temp: 17.90 Celsius
22:41:10.584 -> Humidity: 60.30 %, Temp: 17.80 Celsius
22:41:12.616 -> Humidity: 60.30 %, Temp: 17.80 Celsius
22:41:14.625 -> Humidity: 60.30 %, Temp: 17.80 Celsius
22:41:16.603 -> Humidity: 60.30 %, Temp: 17.80 Celsius
22:41:18.647 -> Humidity: 60.30 %, Temp: 17.80 Celsius
22:41:20.653 -> Humidity: 60.30 %, Temp: 17.80 Celsius
22:41:22.638 -> Humidity: 60.40 %, Temp: 17.90 Celsius
22:41:24.655 -> Humidity: 60.30 %, Temp: 17.80 Celsius
22:41:26.685 -> Humidity: 60.40 %, Temp: 17.90 Celsius
22:41:28.709 -> Humidity: 60.30 %, Temp: 17.80 Celsius
22:41:30.689 -> Humidity: 60.30 %, Temp: 17.80 Celsius
22:41:32.718 -> Humidity: 60.40 %, Temp: 17.80 Celsius
22:41:34.729 -> Humidity: 60.40 %, Temp: 17.80 Celsius
22:41:36.728 -> Humidity: 60.40 %, Temp: 17.80 Celsius
22:41:38.731 -> Humidity: 60.40 %, Temp: 17.80 Celsius
22:41:40.743 -> Humidity: 60.40 %, Temp: 17.80 Celsius
22:41:42.774 -> Humidity: 60.50 %, Temp: 17.90 Celsius
22:41:44.792 -> Humidity: 60.40 %, Temp: 17.80 Celsius
22:41:46.779 -> Humidity: 60.40 %, Temp: 17.80 Celsius
22:41:48.801 -> Humidity: 60.50 %, Temp: 17.80 Celsius
22:41:50.784 -> Humidity: 60.50 %, Temp: 17.80 Celsius
22:41:52.809 -> Humidity: 60.50 %, Temp: 17.80 Celsius
22:41:54.827 -> Humidity: 60.50 %, Temp: 17.80 Celsius
22:41:56.826 -> Humidity: 60.50 %, Temp: 17.80 Celsius
22:41:58.844 -> Humidity: 60.50 %, Temp: 17.80 Celsius
22:42:00.858 -> Humidity: 60.50 %, Temp: 17.80 Celsius
22:42:02.858 -> Humidity: 60.50 %, Temp: 17.80 Celsius
22:42:04.879 -> Humidity: 60.50 %, Temp: 17.80 Celsius
22:42:06.865 -> Humidity: 60.50 %, Temp: 17.80 Celsius
22:42:08.913 -> Humidity: 60.50 %, Temp: 17.80 Celsius
22:42:10.896 -> Humidity: 60.50 %, Temp: 17.80 Celsius
22:42:12.929 -> Humidity: 60.50 %, Temp: 17.80 Celsius
22:42:14.935 -> Humidity: 60.50 %, Temp: 17.80 Celsius
22:42:16.943 -> Humidity: 60.50 %, Temp: 17.80 Celsius
22:42:18.959 -> Humidity: 60.50 %, Temp: 17.80 Celsius
22:42:20.947 -> Humidity: 60.50 %, Temp: 17.80 Celsius
22:42:22.981 -> Humidity: 60.50 %, Temp: 17.80 Celsius
22:42:25.010 -> Humidity: 60.50 %, Temp: 17.80 Celsius
22:42:27.000 -> Humidity: 60.50 %, Temp: 17.80 Celsius
22:42:29.006 -> Humidity: 60.50 %, Temp: 17.80 Celsius
22:42:31.010 -> Humidity: 60.40 %, Temp: 17.80 Celsius
22:42:33.001 -> Humidity: 60.40 %, Temp: 17.80 Celsius
22:42:35.039 -> Humidity: 60.40 %, Temp: 17.80 Celsius
22:42:37.054 -> Humidity: 60.40 %, Temp: 17.80 Celsius
22:42:39.053 -> Humidity: 60.40 %, Temp: 17.80 Celsius
22:42:41.057 -> Humidity: 60.30 %, Temp: 17.80 Celsius
22:42:43.059 -> Humidity: 60.30 %, Temp: 17.80 Celsius
22:42:45.090 -> Humidity: 60.30 %, Temp: 17.80 Celsius
22:42:47.107 -> Humidity: 60.30 %, Temp: 17.80 Celsius
22:42:49.103 -> Humidity: 60.20 %, Temp: 17.80 Celsius
22:42:51.095 -> Humidity: 60.20 %, Temp: 17.80 Celsius
22:42:53.131 -> Humidity: 60.20 %, Temp: 17.80 Celsius
22:42:55.130 -> Humidity: 60.20 %, Temp: 17.80 Celsius
22:42:57.166 -> Humidity: 60.30 %, Temp: 17.80 Celsius
22:42:59.151 -> Humidity: 60.20 %, Temp: 17.80 Celsius
22:43:01.191 -> Humidity: 60.20 %, Temp: 17.80 Celsius
22:43:03.180 -> Humidity: 60.20 %, Temp: 17.80 Celsius
22:43:05.216 -> Humidity: 60.20 %, Temp: 17.80 Celsius
22:43:07.201 -> Humidity: 60.20 %, Temp: 17.80 Celsius
22:43:09.227 -> Humidity: 60.20 %, Temp: 17.80 Celsius
22:43:11.209 -> Humidity: 60.20 %, Temp: 17.80 Celsius
22:43:13.258 -> Humidity: 60.20 %, Temp: 17.70 Celsius
22:43:15.270 -> Humidity: 60.20 %, Temp: 17.80 Celsius
22:43:17.237 -> Humidity: 60.20 %, Temp: 17.70 Celsius
22:43:19.264 -> Humidity: 60.30 %, Temp: 17.80 Celsius
22:43:21.301 -> Humidity: 60.30 %, Temp: 17.80 Celsius
22:43:23.283 -> Humidity: 60.20 %, Temp: 17.70 Celsius
22:43:25.308 -> Humidity: 60.30 %, Temp: 17.70 Celsius
22:43:27.303 -> Humidity: 60.40 %, Temp: 17.80 Celsius
22:43:29.297 -> Humidity: 60.30 %, Temp: 17.80 Celsius
22:43:31.327 -> Humidity: 60.30 %, Temp: 17.70 Celsius
22:43:33.326 -> Humidity: 60.30 %, Temp: 17.70 Celsius
22:43:35.331 -> Humidity: 60.40 %, Temp: 17.80 Celsius
22:43:37.362 -> Humidity: 60.50 %, Temp: 17.80 Celsius
22:43:39.379 -> Humidity: 60.50 %, Temp: 17.80 Celsius
22:43:41.404 -> Humidity: 60.50 %, Temp: 17.80 Celsius
22:43:43.410 -> Humidity: 60.40 %, Temp: 17.70 Celsius
22:43:45.397 -> Humidity: 60.50 %, Temp: 17.80 Celsius
22:43:47.395 -> Humidity: 60.40 %, Temp: 17.70 Celsius
22:43:49.436 -> Humidity: 60.40 %, Temp: 17.70 Celsius
22:43:51.425 -> Humidity: 60.50 %, Temp: 17.80 Celsius
22:43:53.446 -> Humidity: 60.50 %, Temp: 17.80 Celsius
22:43:55.455 -> Humidity: 60.50 %, Temp: 17.70 Celsius
22:43:57.471 -> Humidity: 60.40 %, Temp: 17.70 Celsius
22:43:59.486 -> Humidity: 60.40 %, Temp: 17.70 Celsius
22:44:01.495 -> Humidity: 60.50 %, Temp: 17.70 Celsius
22:44:03.493 -> Humidity: 60.50 %, Temp: 17.70 Celsius
22:44:05.527 -> Humidity: 60.60 %, Temp: 17.80 Celsius
22:44:07.526 -> Humidity: 60.60 %, Temp: 17.80 Celsius
22:44:09.521 -> Humidity: 60.50 %, Temp: 17.70 Celsius
22:44:11.553 -> Humidity: 60.50 %, Temp: 17.70 Celsius
22:44:13.527 -> Humidity: 60.60 %, Temp: 17.70 Celsius
22:44:15.558 -> Humidity: 60.50 %, Temp: 17.70 Celsius
22:44:17.575 -> Humidity: 60.60 %, Temp: 17.70 Celsius
22:44:19.585 -> Humidity: 60.50 %, Temp: 17.70 Celsius
22:44:21.609 -> Humidity: 60.60 %, Temp: 17.70 Celsius
22:44:23.614 -> Humidity: 60.60 %, Temp: 17.70 Celsius
22:44:25.609 -> Humidity: 60.60 %, Temp: 17.70 Celsius
22:44:27.625 -> Humidity: 60.60 %, Temp: 17.70 Celsius
22:44:29.623 -> Humidity: 60.60 %, Temp: 17.70 Celsius
22:44:31.649 -> Humidity: 60.60 %, Temp: 17.70 Celsius
22:44:33.658 -> Humidity: 60.70 %, Temp: 17.80 Celsius
22:44:35.671 -> Humidity: 60.60 %, Temp: 17.70 Celsius
22:44:37.673 -> Humidity: 60.60 %, Temp: 17.70 Celsius
22:44:39.665 -> Humidity: 60.60 %, Temp: 17.70 Celsius
22:44:41.705 -> Humidity: 60.60 %, Temp: 17.70 Celsius
22:44:43.704 -> Humidity: 60.70 %, Temp: 17.70 Celsius
22:44:45.698 -> Humidity: 60.60 %, Temp: 17.70 Celsius
22:44:47.706 -> Humidity: 60.70 %, Temp: 17.70 Celsius
22:44:49.722 -> Humidity: 60.70 %, Temp: 17.70 Celsius
22:44:51.731 -> Humidity: 60.70 %, Temp: 17.70 Celsius
22:44:53.769 -> Humidity: 60.70 %, Temp: 17.70 Celsius
22:44:55.755 -> Humidity: 60.70 %, Temp: 17.70 Celsius
22:44:57.803 -> Humidity: 60.70 %, Temp: 17.70 Celsius
22:44:59.787 -> Humidity: 60.70 %, Temp: 17.70 Celsius
22:45:01.804 -> Humidity: 60.70 %, Temp: 17.70 Celsius
22:45:03.803 -> Humidity: 60.70 %, Temp: 17.70 Celsius
22:45:05.804 -> Humidity: 60.70 %, Temp: 17.70 Celsius
22:45:07.813 -> Humidity: 60.80 %, Temp: 17.70 Celsius
22:45:09.853 -> Humidity: 60.80 %, Temp: 17.70 Celsius
22:45:11.846 -> Humidity: 60.80 %, Temp: 17.70 Celsius
22:45:13.844 -> Humidity: 60.80 %, Temp: 17.70 Celsius
22:45:15.882 -> Humidity: 60.70 %, Temp: 17.70 Celsius
22:45:17.900 -> Humidity: 60.70 %, Temp: 17.70 Celsius
22:45:19.896 -> Humidity: 60.70 %, Temp: 17.70 Celsius
22:45:21.918 -> Humidity: 60.70 %, Temp: 17.70 Celsius
22:45:23.899 -> Humidity: 60.70 %, Temp: 17.70 Celsius
22:45:25.917 -> Humidity: 60.70 %, Temp: 17.70 Celsius
22:45:27.953 -> Humidity: 60.70 %, Temp: 17.70 Celsius
22:45:29.950 -> Humidity: 60.70 %, Temp: 17.70 Celsius
22:45:31.941 -> Humidity: 60.70 %, Temp: 17.70 Celsius
22:45:33.966 -> Humidity: 60.70 %, Temp: 17.70 Celsius
22:45:35.966 -> Humidity: 60.70 %, Temp: 17.70 Celsius
22:45:37.999 -> Humidity: 60.70 %, Temp: 17.70 Celsius
22:45:40.000 -> Humidity: 60.80 %, Temp: 17.70 Celsius
22:45:41.998 -> Humidity: 60.80 %, Temp: 17.70 Celsius
22:45:44.016 -> Humidity: 60.80 %, Temp: 17.70 Celsius
22:45:46.049 -> Humidity: 60.80 %, Temp: 17.70 Celsius
22:45:48.063 -> Humidity: 60.80 %, Temp: 17.70 Celsius
22:45:50.064 -> Humidity: 60.80 %, Temp: 17.70 Celsius
22:45:52.048 -> Humidity: 60.80 %, Temp: 17.70 Celsius
22:45:54.058 -> Humidity: 60.80 %, Temp: 17.70 Celsius
22:45:56.076 -> Humidity: 60.80 %, Temp: 17.70 Celsius
22:45:58.080 -> Humidity: 60.80 %, Temp: 17.70 Celsius
22:46:00.098 -> Humidity: 60.90 %, Temp: 17.70 Celsius
22:46:02.141 -> Humidity: 60.90 %, Temp: 17.70 Celsius
22:46:04.132 -> Humidity: 60.90 %, Temp: 17.70 Celsius
22:46:06.146 -> Humidity: 60.90 %, Temp: 17.70 Celsius
22:46:08.133 -> Humidity: 60.90 %, Temp: 17.70 Celsius
22:46:10.154 -> Humidity: 60.90 %, Temp: 17.70 Celsius
22:46:12.171 -> Humidity: 60.90 %, Temp: 17.70 Celsius
22:46:14.178 -> Humidity: 60.90 %, Temp: 17.70 Celsius
22:46:16.206 -> Humidity: 60.90 %, Temp: 17.70 Celsius
22:46:18.188 -> Humidity: 60.90 %, Temp: 17.70 Celsius
22:46:20.215 -> Humidity: 60.90 %, Temp: 17.70 Celsius
22:46:22.234 -> Humidity: 60.90 %, Temp: 17.70 Celsius
22:46:24.223 -> Humidity: 60.90 %, Temp: 17.70 Celsius
22:46:26.236 -> Humidity: 60.90 %, Temp: 17.70 Celsius
22:46:28.241 -> Humidity: 60.90 %, Temp: 17.70 Celsius
22:46:30.266 -> Humidity: 61.00 %, Temp: 17.70 Celsius
22:46:32.254 -> Humidity: 61.00 %, Temp: 17.70 Celsius
22:46:34.280 -> Humidity: 61.00 %, Temp: 17.70 Celsius
22:46:36.297 -> Humidity: 61.00 %, Temp: 17.70 Celsius
22:46:38.298 -> Humidity: 61.00 %, Temp: 17.70 Celsius
22:46:40.293 -> Humidity: 61.00 %, Temp: 17.70 Celsius
22:46:42.322 -> Humidity: 61.00 %, Temp: 17.70 Celsius
22:46:44.339 -> Humidity: 61.00 %, Temp: 17.70 Celsius
22:46:46.329 -> Humidity: 61.00 %, Temp: 17.70 Celsius
22:46:48.364 -> Humidity: 61.00 %, Temp: 17.70 Celsius
22:46:50.355 -> Humidity: 61.00 %, Temp: 17.70 Celsius
22:46:52.385 -> Humidity: 61.00 %, Temp: 17.70 Celsius
22:46:54.365 -> Humidity: 61.00 %, Temp: 17.70 Celsius
22:46:56.391 -> Humidity: 61.00 %, Temp: 17.70 Celsius
22:46:58.404 -> Humidity: 61.00 %, Temp: 17.70 Celsius
22:47:00.421 -> Humidity: 61.00 %, Temp: 17.70 Celsius
22:47:02.439 -> Humidity: 61.00 %, Temp: 17.70 Celsius
22:47:04.427 -> Humidity: 61.00 %, Temp: 17.70 Celsius
22:47:06.444 -> Humidity: 61.00 %, Temp: 17.70 Celsius
22:47:08.486 -> Humidity: 61.00 %, Temp: 17.70 Celsius
22:47:10.453 -> Humidity: 61.00 %, Temp: 17.70 Celsius
22:47:12.511 -> Humidity: 61.00 %, Temp: 17.70 Celsius
22:47:14.479 -> Humidity: 60.90 %, Temp: 17.70 Celsius
22:47:16.501 -> Humidity: 60.90 %, Temp: 17.70 Celsius
22:47:18.503 -> Humidity: 60.90 %, Temp: 17.70 Celsius
22:47:20.501 -> Humidity: 60.90 %, Temp: 17.70 Celsius
22:47:22.534 -> Humidity: 60.90 %, Temp: 17.70 Celsius
22:47:24.535 -> Humidity: 60.90 %, Temp: 17.70 Celsius
22:47:26.550 -> Humidity: 60.90 %, Temp: 17.70 Celsius
22:47:28.584 -> Humidity: 60.90 %, Temp: 17.70 Celsius
22:47:30.568 -> Humidity: 60.90 %, Temp: 17.70 Celsius
22:47:32.584 -> Humidity: 60.90 %, Temp: 17.70 Celsius
22:47:34.601 -> Humidity: 60.90 %, Temp: 17.70 Celsius
22:47:36.618 -> Humidity: 61.00 %, Temp: 17.70 Celsius
22:47:38.641 -> Humidity: 60.90 %, Temp: 17.70 Celsius
22:47:40.616 -> Humidity: 60.90 %, Temp: 17.70 Celsius
22:47:42.626 -> Humidity: 61.00 %, Temp: 17.70 Celsius
22:47:44.667 -> Humidity: 61.00 %, Temp: 17.70 Celsius
22:47:46.650 -> Humidity: 61.00 %, Temp: 17.70 Celsius
22:47:48.648 -> Humidity: 61.00 %, Temp: 17.70 Celsius
22:47:50.683 -> Humidity: 61.00 %, Temp: 17.70 Celsius
22:47:52.699 -> Humidity: 61.00 %, Temp: 17.70 Celsius
22:47:54.694 -> Humidity: 61.00 %, Temp: 17.70 Celsius
22:47:56.732 -> Humidity: 61.00 %, Temp: 17.70 Celsius
22:47:58.732 -> Humidity: 61.00 %, Temp: 17.70 Celsius
22:48:00.722 -> Humidity: 61.00 %, Temp: 17.70 Celsius
22:48:02.729 -> Humidity: 61.00 %, Temp: 17.70 Celsius
22:48:04.778 -> Humidity: 61.00 %, Temp: 17.70 Celsius
22:48:06.755 -> Humidity: 61.00 %, Temp: 17.70 Celsius
22:48:08.796 -> Humidity: 61.00 %, Temp: 17.70 Celsius
22:48:10.777 -> Humidity: 61.10 %, Temp: 17.70 Celsius
22:48:12.809 -> Humidity: 61.10 %, Temp: 17.70 Celsius
22:48:14.806 -> Humidity: 61.00 %, Temp: 17.70 Celsius
22:48:16.796 -> Humidity: 61.10 %, Temp: 17.70 Celsius
22:48:18.828 -> Humidity: 61.10 %, Temp: 17.70 Celsius
22:48:20.844 -> Humidity: 61.10 %, Temp: 17.70 Celsius
22:48:22.861 -> Humidity: 61.10 %, Temp: 17.70 Celsius
22:48:24.861 -> Humidity: 61.10 %, Temp: 17.70 Celsius
22:48:26.894 -> Humidity: 61.10 %, Temp: 17.70 Celsius
22:48:28.893 -> Humidity: 61.10 %, Temp: 17.70 Celsius
22:48:30.893 -> Humidity: 61.10 %, Temp: 17.70 Celsius
22:48:32.909 -> Humidity: 61.10 %, Temp: 17.70 Celsius
22:48:34.915 -> Humidity: 61.10 %, Temp: 17.70 Celsius
22:48:36.926 -> Humidity: 61.10 %, Temp: 17.70 Celsius
22:48:38.938 -> Humidity: 61.10 %, Temp: 17.70 Celsius
22:48:40.945 -> Humidity: 61.10 %, Temp: 17.70 Celsius
22:48:42.938 -> Humidity: 61.10 %, Temp: 17.70 Celsius
22:48:44.965 -> Humidity: 61.10 %, Temp: 17.70 Celsius
22:48:46.957 -> Humidity: 61.10 %, Temp: 17.70 Celsius
22:48:48.991 -> Humidity: 61.10 %, Temp: 17.70 Celsius
22:48:50.984 -> Humidity: 61.10 %, Temp: 17.70 Celsius
22:48:53.006 -> Humidity: 61.10 %, Temp: 17.70 Celsius
22:48:55.004 -> Humidity: 61.10 %, Temp: 17.70 Celsius
22:48:57.011 -> Humidity: 61.10 %, Temp: 17.70 Celsius
22:48:59.025 -> Humidity: 61.10 %, Temp: 17.70 Celsius
22:49:01.037 -> Humidity: 61.10 %, Temp: 17.70 Celsius
22:49:03.064 -> Humidity: 61.10 %, Temp: 17.70 Celsius
22:49:05.087 -> Humidity: 61.10 %, Temp: 17.70 Celsius
22:49:07.055 -> Humidity: 61.10 %, Temp: 17.70 Celsius
22:49:09.079 -> Humidity: 61.10 %, Temp: 17.60 Celsius
22:49:11.088 -> Humidity: 61.10 %, Temp: 17.70 Celsius
22:49:13.108 -> Humidity: 61.10 %, Temp: 17.70 Celsius
22:49:15.122 -> Humidity: 61.10 %, Temp: 17.70 Celsius
22:49:17.137 -> Humidity: 61.10 %, Temp: 17.70 Celsius
22:49:19.164 -> Humidity: 61.10 %, Temp: 17.70 Celsius
22:49:21.154 -> Humidity: 61.10 %, Temp: 17.60 Celsius
22:49:23.161 -> Humidity: 61.10 %, Temp: 17.70 Celsius
22:49:25.171 -> Humidity: 61.10 %, Temp: 17.60 Celsius
22:49:27.178 -> Humidity: 61.10 %, Temp: 17.70 Celsius
22:49:29.186 -> Humidity: 61.10 %, Temp: 17.60 Celsius
22:49:31.226 -> Humidity: 61.10 %, Temp: 17.70 Celsius
22:49:33.208 -> Humidity: 61.10 %, Temp: 17.70 Celsius
22:49:35.233 -> Humidity: 61.10 %, Temp: 17.70 Celsius
22:49:37.232 -> Humidity: 61.10 %, Temp: 17.70 Celsius
22:49:39.249 -> Humidity: 61.10 %, Temp: 17.60 Celsius
22:49:41.241 -> Humidity: 61.10 %, Temp: 17.60 Celsius
22:49:43.253 -> Humidity: 61.10 %, Temp: 17.70 Celsius
22:49:45.290 -> Humidity: 61.10 %, Temp: 17.60 Celsius
22:49:47.305 -> Humidity: 61.10 %, Temp: 17.60 Celsius
22:49:49.309 -> Humidity: 61.10 %, Temp: 17.60 Celsius
22:49:51.301 -> Humidity: 61.10 %, Temp: 17.60 Celsius
22:49:53.316 -> Humidity: 61.10 %, Temp: 17.60 Celsius
22:49:55.313 -> Humidity: 61.10 %, Temp: 17.60 Celsius
22:49:57.330 -> Humidity: 61.10 %, Temp: 17.60 Celsius
22:49:59.364 -> Humidity: 61.10 %, Temp: 17.60 Celsius
22:50:01.384 -> Humidity: 61.20 %, Temp: 17.60 Celsius
22:50:03.350 -> Humidity: 61.10 %, Temp: 17.60 Celsius
22:50:05.401 -> Humidity: 61.20 %, Temp: 17.60 Celsius
22:50:07.395 -> Humidity: 61.20 %, Temp: 17.60 Celsius
22:50:09.429 -> Humidity: 61.20 %, Temp: 17.60 Celsius
22:50:11.417 -> Humidity: 61.20 %, Temp: 17.60 Celsius
22:50:13.415 -> Humidity: 61.20 %, Temp: 17.60 Celsius
22:50:15.424 -> Humidity: 61.20 %, Temp: 17.60 Celsius
22:50:17.461 -> Humidity: 61.20 %, Temp: 17.60 Celsius
22:50:19.471 -> Humidity: 61.30 %, Temp: 17.60 Celsius
22:50:21.460 -> Humidity: 61.30 %, Temp: 17.60 Celsius
22:50:23.497 -> Humidity: 61.30 %, Temp: 17.60 Celsius
22:50:25.476 -> Humidity: 61.30 %, Temp: 17.60 Celsius
22:50:27.493 -> Humidity: 61.30 %, Temp: 17.60 Celsius
22:50:29.527 -> Humidity: 61.30 %, Temp: 17.60 Celsius
22:50:31.545 -> Humidity: 61.30 %, Temp: 17.70 Celsius
22:50:33.509 -> Humidity: 61.30 %, Temp: 17.60 Celsius
22:50:35.527 -> Humidity: 61.30 %, Temp: 17.60 Celsius
22:50:37.545 -> Humidity: 61.30 %, Temp: 17.60 Celsius
22:50:39.560 -> Humidity: 61.30 %, Temp: 17.60 Celsius
22:50:41.558 -> Humidity: 61.30 %, Temp: 17.70 Celsius
22:50:43.590 -> Humidity: 61.30 %, Temp: 17.60 Celsius
22:50:45.591 -> Humidity: 61.30 %, Temp: 17.60 Celsius
22:50:47.616 -> Humidity: 61.30 %, Temp: 17.60 Celsius
22:50:49.633 -> Humidity: 61.30 %, Temp: 17.60 Celsius
22:50:51.628 -> Humidity: 61.30 %, Temp: 17.60 Celsius
22:50:53.641 -> Humidity: 61.30 %, Temp: 17.60 Celsius
22:50:55.631 -> Humidity: 61.30 %, Temp: 17.60 Celsius
22:50:57.639 -> Humidity: 61.30 %, Temp: 17.60 Celsius
22:50:59.672 -> Humidity: 61.40 %, Temp: 17.60 Celsius
22:51:01.683 -> Humidity: 61.40 %, Temp: 17.60 Celsius
22:51:03.672 -> Humidity: 61.30 %, Temp: 17.60 Celsius
22:51:05.723 -> Humidity: 61.40 %, Temp: 17.60 Celsius
22:51:07.703 -> Humidity: 61.30 %, Temp: 17.60 Celsius
22:51:09.706 -> Humidity: 61.30 %, Temp: 17.60 Celsius
22:51:11.723 -> Humidity: 61.30 %, Temp: 17.60 Celsius
22:51:13.738 -> Humidity: 61.30 %, Temp: 17.60 Celsius
22:51:15.739 -> Humidity: 61.30 %, Temp: 17.60 Celsius
22:51:17.739 -> Humidity: 61.30 %, Temp: 17.60 Celsius
22:51:19.754 -> Humidity: 61.30 %, Temp: 17.60 Celsius
22:51:21.804 -> Humidity: 61.30 %, Temp: 17.60 Celsius
22:51:23.772 -> Humidity: 61.40 %, Temp: 17.60 Celsius
22:51:25.787 -> Humidity: 61.30 %, Temp: 17.60 Celsius
22:51:27.819 -> Humidity: 61.30 %, Temp: 17.60 Celsius
22:51:29.808 -> Humidity: 61.30 %, Temp: 17.60 Celsius
22:51:31.838 -> Humidity: 61.30 %, Temp: 17.60 Celsius
22:51:33.822 -> Humidity: 61.40 %, Temp: 17.60 Celsius
22:51:35.836 -> Humidity: 61.40 %, Temp: 17.60 Celsius
22:51:37.869 -> Humidity: 61.40 %, Temp: 17.60 Celsius
22:51:39.864 -> Humidity: 61.40 %, Temp: 17.60 Celsius
22:51:41.889 -> Humidity: 61.40 %, Temp: 17.60 Celsius
22:51:43.902 -> Humidity: 61.40 %, Temp: 17.60 Celsius
22:51:45.885 -> Humidity: 61.40 %, Temp: 17.60 Celsius
22:51:47.934 -> Humidity: 61.40 %, Temp: 17.60 Celsius
22:51:49.936 -> Humidity: 61.30 %, Temp: 17.60 Celsius
22:51:51.917 -> Humidity: 61.30 %, Temp: 17.60 Celsius
22:51:53.948 -> Humidity: 61.30 %, Temp: 17.60 Celsius
22:51:55.981 -> Humidity: 61.30 %, Temp: 17.60 Celsius
22:51:57.983 -> Humidity: 61.30 %, Temp: 17.60 Celsius
22:51:59.983 -> Humidity: 61.30 %, Temp: 17.60 Celsius
22:52:02.003 -> Humidity: 61.30 %, Temp: 17.60 Celsius
22:52:04.016 -> Humidity: 61.30 %, Temp: 17.60 Celsius
22:52:05.999 -> Humidity: 61.40 %, Temp: 17.60 Celsius
22:52:08.046 -> Humidity: 61.40 %, Temp: 17.60 Celsius
22:52:10.033 -> Humidity: 61.40 %, Temp: 17.60 Celsius
22:52:12.025 -> Humidity: 61.40 %, Temp: 17.60 Celsius
22:52:14.067 -> Humidity: 61.40 %, Temp: 17.60 Celsius
22:52:16.062 -> Humidity: 61.40 %, Temp: 17.60 Celsius
22:52:18.063 -> Humidity: 61.40 %, Temp: 17.60 Celsius
22:52:20.087 -> Humidity: 61.50 %, Temp: 17.60 Celsius
22:52:22.114 -> Humidity: 61.50 %, Temp: 17.60 Celsius
22:52:24.122 -> Humidity: 61.50 %, Temp: 17.60 Celsius
22:52:26.097 -> Humidity: 61.50 %, Temp: 17.60 Celsius
22:52:28.108 -> Humidity: 61.50 %, Temp: 17.60 Celsius
